Donor_ID,Recipient_ID,attack_type,TSR,acc_drop
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,a65a7bd6997619e922f8b7b612577c7aa7e96d6536d5de84d80c6969c177a23e,pgd,0.01200000000000001,0.007000000000000006
a65a7bd6997619e922f8b7b612577c7aa7e96d6536d5de84d80c6969c177a23e,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,pgd,0.01200000000000001,0.0010000000000000009
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,bc5609f67403dbc9c2163e12827bc2a15c211ba549584dc51003df1ff7cbaedc,fgsm,0.010000000000000009,0.013000000000000012
bc5609f67403dbc9c2163e12827bc2a15c211ba549584dc51003df1ff7cbaedc,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,fgsm,0.01200000000000001,0.0020000000000000018
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,bc5609f67403dbc9c2163e12827bc2a15c211ba549584dc51003df1ff7cbaedc,pgd,0.010000000000000009,0.016000000000000014
bc5609f67403dbc9c2163e12827bc2a15c211ba549584dc51003df1ff7cbaedc,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,pgd,0.01100000000000001,0.0020000000000000018
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,749e22cec635e58afb0dc24b82df2a44717397bbdd971fa73602a6e811634826,fgsm,0.015000000000000013,0.0030000000000000027
749e22cec635e58afb0dc24b82df2a44717397bbdd971fa73602a6e811634826,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,fgsm,0.01200000000000001,0.0020000000000000018
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,749e22cec635e58afb0dc24b82df2a44717397bbdd971fa73602a6e811634826,pgd,0.015000000000000013,0.009000000000000008
749e22cec635e58afb0dc24b82df2a44717397bbdd971fa73602a6e811634826,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,pgd,0.01200000000000001,0.0010000000000000009
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,8ece6a7a7522aa09ffb786b67d2ac107000d192b4cf74ea29a9402ec888eb004,fgsm,0.014000000000000012,0.010000000000000009
8ece6a7a7522aa09ffb786b67d2ac107000d192b4cf74ea29a9402ec888eb004,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,fgsm,0.01100000000000001,0.0030000000000000027
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,8ece6a7a7522aa09ffb786b67d2ac107000d192b4cf74ea29a9402ec888eb004,pgd,0.013000000000000012,0.01200000000000001
8ece6a7a7522aa09ffb786b67d2ac107000d192b4cf74ea29a9402ec888eb004,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,pgd,0.01100000000000001,0.0020000000000000018
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,17214d6e118bf74c852a1c68004209041e07f50b1cb197b4ba918c9b2db6dc38,fgsm,0.01100000000000001,0.008000000000000007
17214d6e118bf74c852a1c68004209041e07f50b1cb197b4ba918c9b2db6dc38,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,fgsm,0.01200000000000001,0.0020000000000000018
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,17214d6e118bf74c852a1c68004209041e07f50b1cb197b4ba918c9b2db6dc38,pgd,0.01100000000000001,0.014000000000000012
17214d6e118bf74c852a1c68004209041e07f50b1cb197b4ba918c9b2db6dc38,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,pgd,0.01200000000000001,0.0010000000000000009
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,2aab1f5eb242ffe0bd45f9d54f4137591a8bee2a352a2d4f533f7f72fab7c648,fgsm,0.01200000000000001,0.007000000000000006
2aab1f5eb242ffe0bd45f9d54f4137591a8bee2a352a2d4f533f7f72fab7c648,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,fgsm,0.01100000000000001,0.0030000000000000027
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,2aab1f5eb242ffe0bd45f9d54f4137591a8bee2a352a2d4f533f7f72fab7c648,pgd,0.01200000000000001,0.014000000000000012
2aab1f5eb242ffe0bd45f9d54f4137591a8bee2a352a2d4f533f7f72fab7c648,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,pgd,0.01100000000000001,0.0020000000000000018
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,82611e134c0bee86cb386c37730eaa389ce86cb4c01e17a425c79a732eb9e37e,fgsm,0.01200000000000001,0.020000000000000018
82611e134c0bee86cb386c37730eaa389ce86cb4c01e17a425c79a732eb9e37e,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,fgsm,0.01100000000000001,0.0030000000000000027
b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,82611e134c0bee86cb386c37730eaa389ce86cb4c01e17a425c79a732eb9e37e,pgd,0.01200000000000001,0.025000000000000022
82611e134c0bee86cb386c37730eaa389ce86cb4c01e17a425c79a732eb9e37e,b08f9ce6e5a3136548c7fbd69077e103442cbbf476cbd008c4294e7601cac4b9,pgd,0.01100000000000001,0.0020000000000000018
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,50bfe5d9966ad006c48aad9d164ba90ad0e50c4b56130b2b40cd76ef65574ec0,fgsm,0.09099999999999997,0.14600000000000002
50bfe5d9966ad006c48aad9d164ba90ad0e50c4b56130b2b40cd76ef65574ec0,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09199999999999997,0.16000000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,50bfe5d9966ad006c48aad9d164ba90ad0e50c4b56130b2b40cd76ef65574ec0,pgd,0.09199999999999997,0.20500000000000007
50bfe5d9966ad006c48aad9d164ba90ad0e50c4b56130b2b40cd76ef65574ec0,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.09099999999999997,0.20000000000000007
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,dbdea9c5e03787f10511f2456271433e6e18e1616ec2368e8042dd73d5233b1c,fgsm,0.10099999999999998,0.11599999999999999
dbdea9c5e03787f10511f2456271433e6e18e1616ec2368e8042dd73d5233b1c,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09099999999999997,0.16100000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,dbdea9c5e03787f10511f2456271433e6e18e1616ec2368e8042dd73d5233b1c,pgd,0.10099999999999998,0.17900000000000005
dbdea9c5e03787f10511f2456271433e6e18e1616ec2368e8042dd73d5233b1c,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.09199999999999997,0.19900000000000007
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,a5853371c4538433d061141d0dcdb476f185d0f289de2b559253c1ecff00dd87,fgsm,0.08199999999999996,0.15100000000000002
a5853371c4538433d061141d0dcdb476f185d0f289de2b559253c1ecff00dd87,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09699999999999998,0.15500000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,a5853371c4538433d061141d0dcdb476f185d0f289de2b559253c1ecff00dd87,pgd,0.07999999999999996,0.2280000000000001
a5853371c4538433d061141d0dcdb476f185d0f289de2b559253c1ecff00dd87,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.09499999999999997,0.19600000000000006
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,ae401fd13a8b5e05159782af78854dae96c017115e2cd6f1326a1f4dda7fb787,fgsm,0.09099999999999997,0.14100000000000001
ae401fd13a8b5e05159782af78854dae96c017115e2cd6f1326a1f4dda7fb787,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09799999999999998,0.15400000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,ae401fd13a8b5e05159782af78854dae96c017115e2cd6f1326a1f4dda7fb787,pgd,0.09299999999999997,0.19800000000000006
ae401fd13a8b5e05159782af78854dae96c017115e2cd6f1326a1f4dda7fb787,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.10099999999999998,0.19000000000000006
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,38d6e79744ee319ec34da41d4222c47966e12baf1f5b232e4efcee73a37378d8,fgsm,0.10399999999999998,0.09499999999999997
38d6e79744ee319ec34da41d4222c47966e12baf1f5b232e4efcee73a37378d8,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09499999999999997,0.15700000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,38d6e79744ee319ec34da41d4222c47966e12baf1f5b232e4efcee73a37378d8,pgd,0.10599999999999998,0.14400000000000002
38d6e79744ee319ec34da41d4222c47966e12baf1f5b232e4efcee73a37378d8,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.09799999999999998,0.19300000000000006
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,91d9d531f05cd0b838f2385ffc79a05656f8dee85984c5ebda1d39bb392b8d7e,fgsm,0.09099999999999997,0.14600000000000002
91d9d531f05cd0b838f2385ffc79a05656f8dee85984c5ebda1d39bb392b8d7e,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09499999999999997,0.15700000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,91d9d531f05cd0b838f2385ffc79a05656f8dee85984c5ebda1d39bb392b8d7e,pgd,0.09099999999999997,0.20600000000000007
91d9d531f05cd0b838f2385ffc79a05656f8dee85984c5ebda1d39bb392b8d7e,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.09499999999999997,0.19600000000000006
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,379b49e2623485ab954772052907fc4772019ebdc902eac6f697e1a37e5c0d5c,fgsm,0.10199999999999998,0.11099999999999999
379b49e2623485ab954772052907fc4772019ebdc902eac6f697e1a37e5c0d5c,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09299999999999997,0.15900000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,379b49e2623485ab954772052907fc4772019ebdc902eac6f697e1a37e5c0d5c,pgd,0.10499999999999998,0.14900000000000002
379b49e2623485ab954772052907fc4772019ebdc902eac6f697e1a37e5c0d5c,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.09399999999999997,0.19700000000000006
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,93fd05077bd8011ef93526dfdbd5ba8e09ed75af80a7d34913ad3d2817cbc28c,fgsm,0.08899999999999997,0.136
93fd05077bd8011ef93526dfdbd5ba8e09ed75af80a7d34913ad3d2817cbc28c,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09499999999999997,0.15700000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,93fd05077bd8011ef93526dfdbd5ba8e09ed75af80a7d34913ad3d2817cbc28c,pgd,0.09399999999999997,0.18300000000000005
93fd05077bd8011ef93526dfdbd5ba8e09ed75af80a7d34913ad3d2817cbc28c,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.09699999999999998,0.19400000000000006
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,25fd67df90e43eb5568211cb27b88ba30512e31bb13dd9a8eda135a30a8df96d,fgsm,0.09599999999999997,0.17400000000000004
25fd67df90e43eb5568211cb27b88ba30512e31bb13dd9a8eda135a30a8df96d,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,fgsm,0.09599999999999997,0.15600000000000003
774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,25fd67df90e43eb5568211cb27b88ba30512e31bb13dd9a8eda135a30a8df96d,pgd,0.09899999999999998,0.237
25fd67df90e43eb5568211cb27b88ba30512e31bb13dd9a8eda135a30a8df96d,774bde0e4c93d5eda84e78aef9d0376e34178fce597948213902dfa762f1a026,pgd,0.09899999999999998,0.19200000000000006
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,8b08617f33057f56bf1ca4260af073f5d198bd1844bbc5049a89f6211388d37d,fgsm,0.373,0.41200000000000003
8b08617f33057f56bf1ca4260af073f5d198bd1844bbc5049a89f6211388d37d,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.36,0.467
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,8b08617f33057f56bf1ca4260af073f5d198bd1844bbc5049a89f6211388d37d,pgd,0.378,0.46099999999999997
8b08617f33057f56bf1ca4260af073f5d198bd1844bbc5049a89f6211388d37d,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.364,0.514
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,0bca3a47f683f63b27e2dcad515f40d97b15cb2689f168311d93455ed59c224d,fgsm,0.38,0.401
0bca3a47f683f63b27e2dcad515f40d97b15cb2689f168311d93455ed59c224d,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.369,0.458
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,0bca3a47f683f63b27e2dcad515f40d97b15cb2689f168311d93455ed59c224d,pgd,0.386,0.473
0bca3a47f683f63b27e2dcad515f40d97b15cb2689f168311d93455ed59c224d,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.357,0.521
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,27ad7c46bfefcb3c355de50e7117297babb2ece5716514b61ba0966840a2c77c,fgsm,0.388,0.379
27ad7c46bfefcb3c355de50e7117297babb2ece5716514b61ba0966840a2c77c,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.344,0.48300000000000004
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,27ad7c46bfefcb3c355de50e7117297babb2ece5716514b61ba0966840a2c77c,pgd,0.393,0.43999999999999995
27ad7c46bfefcb3c355de50e7117297babb2ece5716514b61ba0966840a2c77c,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.354,0.524
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,98c1d625fed1cb67f6371ced3b9e6bbdab616bd361ffcf8518fd3256714e6421,fgsm,0.367,0.381
98c1d625fed1cb67f6371ced3b9e6bbdab616bd361ffcf8518fd3256714e6421,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.345,0.48200000000000004
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,98c1d625fed1cb67f6371ced3b9e6bbdab616bd361ffcf8518fd3256714e6421,pgd,0.361,0.492
98c1d625fed1cb67f6371ced3b9e6bbdab616bd361ffcf8518fd3256714e6421,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.36,0.518
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,7bbe6443e80fbad2dd35872abf47871c918ec523abbee9e766bcc417877d4989,fgsm,0.383,0.433
7bbe6443e80fbad2dd35872abf47871c918ec523abbee9e766bcc417877d4989,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.379,0.448
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,7bbe6443e80fbad2dd35872abf47871c918ec523abbee9e766bcc417877d4989,pgd,0.386,0.489
7bbe6443e80fbad2dd35872abf47871c918ec523abbee9e766bcc417877d4989,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.381,0.497
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,a6576cb581ce45e0bf60666560db259853a452eec0a1b8bb8767865921c9edab,fgsm,0.38,0.362
a6576cb581ce45e0bf60666560db259853a452eec0a1b8bb8767865921c9edab,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.34099999999999997,0.48600000000000004
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,a6576cb581ce45e0bf60666560db259853a452eec0a1b8bb8767865921c9edab,pgd,0.381,0.428
a6576cb581ce45e0bf60666560db259853a452eec0a1b8bb8767865921c9edab,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.352,0.526
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,f73690ce80bce7f498e27a5ef350775fdb278ef728d15b528d82386fd2f693bc,fgsm,0.354,0.4
f73690ce80bce7f498e27a5ef350775fdb278ef728d15b528d82386fd2f693bc,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.369,0.458
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,f73690ce80bce7f498e27a5ef350775fdb278ef728d15b528d82386fd2f693bc,pgd,0.36,0.471
f73690ce80bce7f498e27a5ef350775fdb278ef728d15b528d82386fd2f693bc,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.377,0.501
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,06057772973b9be362000dd755f43129bb30ffd3c7003018229bad6ab3cfbee4,fgsm,0.363,0.445
06057772973b9be362000dd755f43129bb30ffd3c7003018229bad6ab3cfbee4,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.371,0.456
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,06057772973b9be362000dd755f43129bb30ffd3c7003018229bad6ab3cfbee4,pgd,0.361,0.498
06057772973b9be362000dd755f43129bb30ffd3c7003018229bad6ab3cfbee4,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.375,0.503
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,a91e319c870f2d5325fa96a64addeebd02c079105244096a424a4fba6fce7891,fgsm,0.381,0.384
a91e319c870f2d5325fa96a64addeebd02c079105244096a424a4fba6fce7891,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,fgsm,0.376,0.451
dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,a91e319c870f2d5325fa96a64addeebd02c079105244096a424a4fba6fce7891,pgd,0.38,0.45999999999999996
a91e319c870f2d5325fa96a64addeebd02c079105244096a424a4fba6fce7891,dfd9f1679d1fee87be0cb146b1fe5f0910d33a6a0ee115db8083237029801bd6,pgd,0.385,0.493
